Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
8884,3.06 km,Clear,Low,Morning,Car,25.0,7.0,39.0
8885,20.65 km,Cloudy,Low,Evening,Scooter,27.0,2.0,
8886,5.65 km,Cloudy#,Medium,Evening,Scooter,24.0,6.0,70.0
8887,10.16 km,Cloudy,Medium,Night,Car,16.0,8.0,65.0
8888,8.26 km,Clear@,Low,Evening,Scooter,14.0,8.0,48.0
8889,10.3 km,Clear,High,Morning,Bike,5.0,8.0,58.0
8890,4.19 km,Clear#,High,Afternoon,Scooter,25.0,9.0,56.0
8891,12.84 km,Cloudy,High,Afternoon,Bike,31.0,3.0,113.0
8892,20.14 km,Clear,High,Night,Scooter,11.0,2.0,116.0
8893,11.32 km,Windy,Medium,Afternoon,Bike,14.0,2.0,74.0
8894,12.52 km,Cloudy,High,Evening,Bike,21.0,3.0,103.0
8895,21.29KM,Clear,Medium,Morning,Bike,34.0,9.0,107.0
8896,17.8 km,Clear,Medium,Morning,Scooter,9.0,5.0,88.0
8897,12.52 km,Windy,Medium,Afternoon,Bike,20.0,4.0,78.0
8898,6.81km,Clear,Medium,Evening,Bike,5.0,1.0,34.0
8899,22.18 km,Clear,High,Afternoon,Bike,14.0,1.0,135.0
8900,14.64 km,,Medium,Afternoon,Bike,17.0,6.0,82.0
8901,5.92 km,Cloudy,Medium,Morning,Car,27.0,7.0,69.0
8902,7.09 km,Cloudy,Medium,Evening,Scooter,21.0,3.0,66.0
8903,999 km,Clear,High,Morning,Scooter,29.0,9.0,145.0
8904,1.58 km,Rainy,Low,Afternoon,Bike,32.0,6.0,43.0
8905,24.81 km,Clear,Medium,Morning,Bike,14.0,4.0,119.0
8906,3.69kilometer,Clear,High,Evening,Scooter,23.0,3.0,55.0
8907,20.0 km,Clear,Low,Morning,Bike,14.0,5.0,84.0
8908,10.17 km,Clear,High,Night,Car,22.0,6.0,79.0
8909,12.56 km,Foggy#,High,Afternoon,Scooter,12.0,7.0,95.0
8910,22.08 km,Cloudy,Medium,Evening,Bike,20.0,7.0,124.0
8911,10.62 km,Cloudy,High,Night,Scooter,24.0,7.0,80.0
8912,13.67 km,Foggy,High,Morning,Bike,7.0,,102.0
8913,1.71 km,Clear,Medium,Afternoon,Car,16.0,7.0,26.0
8914,0.56 km,Clear,Low,Night,Scooter,10.0,9.0,10.0
8915,6.5 km,Cloudy,High,Afternoon,Bike,30.0,6.0,81.0
8916,17.17 km,Cloudy,Low,Afternoon,Bike,21.0,3.0,77.0
8917,,Cloudy,Medium,Afternoon,Bike,21.0,1.0,46.0
8918,3.29 km,Clear,High,Afternoon,Bike,20.0,9.0,36.0
8919,999 km,Cloudy,Medium,Evening,Bike,20.0,2.0,80.0
8920,16.37 km,Clear,High,Morning,Bike,27.0,3.0,129.0
8921,17.95 km,Clear,Medium,Afternoon,Bike,27.0,8.0,94.0
8922,4.87 km,Clear#,High,Evening,Scooter,30.0,6.0,71.0
8923,2.45 km,Clear@,Low,Evening,Bike,12.0,4.0,12.0
8924,23.54 km,Clear,Medium,Afternoon,Car,27.0,7.0,142.0
8925,6.89 km,Clear,Medium,Night,Bike,20.0,6.0,42.0
8926,21.41 km,Foggy,Low,Afternoon,Bike,25.0,9.0,101.0
8927,21.66 km,Windy#,Medium,Evening,Car,30.0,2.0,203.0
8928,19.43 km,Cloudy,Medium,Morning,Car,27.0,5.0,153.0
8929,4.64 km,Foggy#,High,Morning,Bike,22.0,2.0,73.0
8930,20.63km,Foggy#,Medium,Evening,Bike,27.0,1.0,163.0
8931,19.35 km,Clear,Medium,Evening,Bike,26.0,1.0,132.0
8932,15.12kilometer,Clear,Medium,Night,Bike,33.0,2.0,87.0
8933,8.76km,Foggy,High,Evening,Bike,28.0,7.0,105.0
8934,6.93 km,Cloudy,High,Afternoon,Bike,17.0,9.0,53.0
8935,3.49 km,Clear,High,Evening,Scooter,11.0,4.0,36.0
8936,12.99 km,Cloudy#,Medium,Afternoon,Scooter,16.0,9.0,71.0
8937,14.84 km,Clear#,Medium,Afternoon,Car,27.0,7.0,103.0
8938,9.3 km,Clear,Low,Morning,Bike,26.0,4.0,59.0
8939,12.15 km,Clear,High,Night,Bike,21.0,9.0,67.0
8940,9.41KM,Clear,Medium,Afternoon,Bike,17.0,6.0,48.0
8941,16.2KM,Clear,High,Evening,Scooter,10.0,7.0,108.0
8942,22.58 km,Windy,Low,,Bike,20.0,8.0,105.0
8943,4.52 km,Clear#,Medium,Evening,Car,18.0,3.0,50.0
8944,9.84 km,Clear,Medium,Evening,Bike,11.0,7.0,56.0
8945,3.95 km,Clear,Low,Afternoon,Bike,22.0,7.0,28.0
8946,15.81 km,Cloudy,Low,Evening,Bike,23.0,9.0,76.0
8947,18.36 km,Foggy,Medium,Afternoon,Car,31.0,4.0,167.0
8948,23.33 km,Clear,Medium,Evening,Bike,11.0,4.0,112.0
8949,7.33 km,Clear,High,Night,Bike,11.0,3.0,48.0
8950,23.78 km,Clear#,Medium,Night,Scooter,32.0,7.0,112.0
8951,2.05 km,Cloudy,Medium,Afternoon,Car,31.0,1.0,62.0
8952,15.27 km,Clear@,Medium,Afternoon,Bike,21.0,6.0,76.0
8953,1.9 km,Clear,Medium,Afternoon,Bike,6.0,4.0,16.0
8954,22.4 km,Clear#,Low,Evening,Car,18.0,2.0,138.0
8955,13.48 km,Clear,Medium,Evening,Scooter,15.0,6.0,84.0
8956,16.9 km,Windy,Low,Morning,Car,13.0,3.0,111.0
8957,20.87 km,Clear,Medium,Morning,Car,11.0,6.0,123.0
8958,4.18 km,Clear,High,Evening,Bike,7.0,2.0,38.0
8959,1.45 km,Rainy,Medium,Morning,Bike,27.0,9.0,41.0
8960,22.03 km,Rainy,,Morning,Car,28.0,6.0,169.0
8961,8.22 km,Clear,Low,Afternoon,Scooter,12.0,8.0,38.0
8962,3.66 km,Foggy,Low,Night,Bike,22.0,9.0,23.0
8963,11.98 km,Cloudy,Medium,Afternoon,Scooter,8.0,3.0,74.0
8964,15.16 km,Clear,Medium,Evening,Bike,29.0,1.0,107.0
8965,1.26 km,Cloudy#,Low,Night,Bike,17.0,4.0,17.0
8966,7.23 km,Clear,High,Morning,Bike,20.0,5.0,70.0
8967,1.3 km,Clear,Medium,Evening,Bike,33.0,6.0,51.0
8968,10.8 km,Clear#,High,Night,Car,31.0,6.0,93.0
8969,22.43kilometer,Cloudy,High,Morning,Scooter,25.0,3.0,192.0
8970,24.57 km,Rainy,High,Night,Scooter,29.0,5.0,202.0
8971,16.11 km,Clear,High,Afternoon,Bike,9.0,7.0,86.0
8972,4.46 km,Clear,Low,Morning,Bike,5.0,8.0,10.0
8973,22.69 km,Cloudy,Low,Evening,Scooter,34.0,8.0,135.0
8974,13.15 km,Cloudy,High,Afternoon,Bike,18.0,3.0,96.0
8975,4.27 km,Rainy#,Medium,Evening,Bike,9.0,2.0,37.0
8976,23.08 km,Clear,High,Afternoon,Car,18.0,6.0,160.0
8977,19.06 km,Cloudy,Low,Evening,Bike,24.0,9.0,
8978,18.43 km,Clear,Low,Morning,Bike,15.0,8.0,71.0
8979,17.87 km,Rainy,Medium,Afternoon,Bike,5.0,3.0,101.0
8980,5.41 km,Clear,Medium,Evening,Scooter,8.0,2.0,40.0
8981,5.67 km,Clear,Medium,Afternoon,Scooter,23.0,4.0,50.0
8982,17.36 km,Clear,High,Evening,Scooter,11.0,1.0,134.0
8983,5.88km,Windy,Low,Night,Bike,16.0,3.0,42.0
8984,11.25 km,Cloudy,Medium,Morning,Bike,17.0,2.0,78.0
8985,19.66kilometer,Foggy,Medium,Night,Bike,29.0,1.0,122.0
8986,19.71 km,Clear,Medium,Morning,Bike,22.0,9.0,98.0
8987,11.6 km,Cloudy,Low,Night,Bike,8.0,1.0,42.0
8988,999 km,Clear,Low,Night,Bike,14.0,6.0,62.0
8989,21.05 km,Cloudy,Low,Evening,Bike,28.0,6.0,112.0
8990,16.54 km,Rainy#,High,Afternoon,Car,13.0,6.0,155.0
8991,6.1 km,Rainy,High,Evening,Scooter,25.0,9.0,92.0
8992,7.21 km,Cloudy,High,Night,Bike,28.0,6.0,67.0
8993,8.21 km,Cloudy#,Low,Morning,Scooter,19.0,7.0,48.0
8994,999 km,Windy,Low,Afternoon,Bike,19.0,3.0,35.0
8995,7.19 km,Clear,High,Afternoon,Car,18.0,2.0,63.0
8996,5.63 km,Rainy,High,Evening,Bike,17.0,8.0,66.0
8997,11.66 km,Windy,Medium,Morning,Bike,26.0,4.0,100.0
8998,22.76km,Cloudy,Medium,Evening,Bike,6.0,2.0,124.0
8999,3.06 km,Rainy,Medium,Afternoon,Bike,27.0,4.0,57.0
9000,18.15 km,Clear,Low,Night,Bike,31.0,5.0,68.0
9001,17.34 km,Clear,High,Afternoon,Scooter,14.0,9.0,103.0
9002,2.85 km,Cloudy,Low,Night,Bike,6.0,8.0,7.0
9003,23.1 km,Clear@,Medium,Morning,Bike,14.0,2.0,116.0
9004,14.43 km,Cloudy,High,Morning,Bike,11.0,1.0,104.0
9005,9.41 km,Windy,Low,Afternoon,Bike,14.0,1.0,50.0
9006,19.04 km,Clear@,High,Morning,Bike,11.0,1.0,115.0
9007,,Clear,High,Evening,Bike,5.0,3.0,43.0
9008,17.49 km,Cloudy,Low,Evening,Scooter,nan,6.0,92.0
9009,1.47 km,Clear,Medium,Evening,Scooter,14.0,8.0,15.0
9010,21.07 km,Clear,Medium,Night,Car,30.0,6.0,132.0
9011,11.48 km,Clear,Low,Afternoon,Bike,19.0,4.0,56.0
9012,16.1 km,Clear,High,Night,Scooter,17.0,3.0,101.0
9013,5.92 km,Clear,High,Morning,Scooter,32.0,6.0,80.0
9014,17.09km,Windy,High,Evening,Bike,,9.0,146.0
9015,19.42km,Clear,High,Morning,Scooter,26.0,4.0,154.0
9016,12.09 km,Clear,Medium,Afternoon,Bike,27.0,3.0,80.0
9017,15.63 km,,High,Afternoon,Bike,7.0,5.0,106.0
9018,11.68 km,Rainy@,High,Night,Bike,18.0,6.0,85.0
9019,22.41 km,Clear,Low,Evening,Bike,15.0,7.0,87.0
9020,12.7 km,Cloudy,High,Afternoon,Scooter,28.0,4.0,123.0
9021,21.12km,Rainy,Medium,Night,Bike,nan,2.0,128.0
9022,20.13 km,Cloudy,High,Night,Bike,32.0,8.0,121.0
9023,10.56km,Rainy,High,Morning,Bike,,6.0,112.0
9024,6.14 km,Cloudy,Medium,Night,Bike,34.0,9.0,48.0
9025,10.45kilometer,Clear,Low,Afternoon,Bike,12.0,8.0,39.0
9026,20.74 km,Cloudy,Medium,Evening,Scooter,18.0,7.0,136.0
9027,6.08 km,Cloudy,Low,Morning,Car,17.0,7.0,43.0
9028,13.35 km,Cloudy,Medium,Morning,Bike,20.0,3.0,93.0
9029,20.25 km,Clear,Medium,Evening,Bike,32.0,4.0,124.0
9030,9.16 km,Clear,Medium,Morning,Bike,6.0,2.0,52.0
9031,16.23 km,Foggy,Medium,Evening,Bike,28.0,9.0,119.0
9032,6.52km,Clear,Low,Evening,Bike,9.0,8.0,33.0
9033,3.18km,Clear@,Medium,Evening,Bike,25.0,2.0,50.0
9034,19.96 km,Rainy,High,Evening,Scooter,12.0,5.0,188.0
9035,2.92 km,Clear,High,Evening,Bike,6.0,1.0,19.0
9036,7.15 km,Clear,Low,Afternoon,Car,15.0,6.0,49.0
9037,21.45 km,Cloudy,Medium,Morning,Bike,23.0,5.0,123.0
9038,8.99 km,Cloudy,High,Night,Bike,13.0,2.0,60.0
9039,24.34 km,Cloudy,Medium,Evening,Car,31.0,3.0,210.0
9040,24.5km,Windy,High,Morning,Bike,32.0,4.0,193.0
9041,7.07KM,Clear,Medium,Evening,Bike,17.0,2.0,57.0
9042,1.5 km,Cloudy,Low,Morning,Bike,34.0,4.0,40.0
9043,17.77 km,Clear,High,Afternoon,Bike,13.0,2.0,99.0
9044,11.55 km,,High,Afternoon,Car,13.0,3.0,90.0
9045,2.97 km,Rainy,High,Evening,Bike,nan,1.0,75.0
9046,17.83kilometer,Clear#,High,Morning,Scooter,21.0,3.0,142.0
9047,1.26 km,Cloudy,Medium,Evening,Scooter,20.0,8.0,32.0
9048,21.82 km,Clear,,Night,Bike,27.0,1.0,100.0
9049,3.9 km,Clear,Medium,Night,Scooter,5.0,5.0,24.0
9050,3.62 km,Cloudy,Medium,Morning,Scooter,14.0,4.0,46.0
9051,4.8 km,Cloudy,High,Night,Bike,10.0,1.0,34.0
9052,999 km,Clear,Low,Evening,Scooter,7.0,7.0,99.0
9053,17.48 km,Windy,Medium,Evening,Bike,23.0,5.0,117.0
9054,20.13 km,Clear,Medium,Night,Bike,33.0,2.0,102.0
9055,10.24 km,Clear,Medium,Evening,Car,19.0,5.0,82.0
9056,8.74 km,Clear,Low,Afternoon,Bike,32.0,2.0,62.0
9057,6.24 km,Clear,Medium,Afternoon,Bike,27.0,4.0,59.0
9058,12.28KM,Clear,Medium,Evening,Bike,21.0,7.0,74.0
9059,14.02 km,Rainy,High,Night,Car,12.0,8.0,104.0
9060,15.98 km,Cloudy,Medium,Night,Bike,29.0,5.0,87.0
9061,6.8KM,Clear,Medium,Evening,Scooter,26.0,7.0,60.0
9062,23.74 km,Foggy,High,Morning,Scooter,28.0,5.0,223.0
9063,4.66 km,Clear,High,Afternoon,Bike,10.0,9.0,32.0
9064,24.16 km,Clear,Low,Afternoon,Scooter,24.0,9.0,96.0
9065,0.86 km,Clear,Low,Morning,Car,34.0,8.0,35.0
9066,12.29 km,Clear,High,Evening,Bike,16.0,2.0,90.0
9067,8.67 km,Cloudy@,Medium,Evening,Bike,,6.0,50.0
9068,11.5 km,Clear,Low,Afternoon,Bike,8.0,9.0,36.0
9069,14.48 km,Cloudy,,Evening,Bike,11.0,6.0,81.0
9070,11.17 km,Cloudy,High,Evening,Car,34.0,7.0,131.0
9071,10.66 km,Rainy,High,Afternoon,Bike,6.0,7.0,70.0
9072,18.45 km,Rainy,High,Evening,Bike,28.0,4.0,192.0
9073,17.3 km,,Medium,Evening,Bike,32.0,8.0,112.0
9074,20.92 km,Clear,,Evening,Bike,15.0,2.0,97.0
9075,6.62 km,Cloudy,High,Afternoon,Bike,13.0,3.0,53.0
9076,15.43 km,Clear,Medium,Morning,Bike,5.0,8.0,62.0
9077,14.84 km,Clear,Medium,Morning,Bike,16.0,3.0,82.0
9078,9.56 km,Cloudy,Low,Night,Car,34.0,9.0,60.0
9079,12.41 km,Clear,Medium,Morning,Bike,12.0,6.0,63.0
9080,8.19km,Rainy,High,Evening,Bike,17.0,9.0,83.0
9081,3.98 km,Clear,Medium,Night,Car,34.0,2.0,53.0
9082,5.74 km,Foggy,Low,Evening,Bike,30.0,2.0,73.0
9083,3.09 km,Rainy#,Medium,Morning,Scooter,23.0,3.0,56.0
9084,17.24 km,Clear,High,Evening,Bike,24.0,4.0,129.0
9085,16.69 km,Cloudy,High,Evening,Car,10.0,8.0,142.0
9086,23.79km,Cloudy,High,Afternoon,Bike,25.0,3.0,158.0
9087,18.38 km,Cloudy,Low,Evening,Scooter,8.0,1.0,102.0
9088,1.78 km,Cloudy,High,Evening,Car,26.0,8.0,57.0
9089,22.16 km,Cloudy,,Morning,Scooter,27.0,3.0,138.0
9090,21.64 km,Clear,Low,Night,Bike,29.0,4.0,77.0
9091,11.36 km,Clear@,Low,Morning,Car,15.0,1.0,74.0
9092,14.85 km,Windy,Low,Afternoon,Scooter,16.0,5.0,80.0
9093,24.41 km,Clear,High,Morning,Scooter,13.0,1.0,173.0
9094,13.54 km,Clear,High,Evening,Bike,6.0,1.0,89.0
9095,22.68 km,Clear,High,Morning,Bike,29.0,9.0,134.0
9096,2.53 km,Windy,High,Afternoon,Bike,34.0,9.0,62.0
9097,5.18 km,Cloudy,Medium,Morning,Bike,16.0,1.0,50.0
9098,11.3 km,Rainy,Low,Evening,Car,20.0,3.0,106.0
9099,14.83 km,Rainy,High,Morning,Bike,20.0,5.0,142.0
9100,20.5 km,Rainy,High,Evening,Scooter,8.0,1.0,198.0
9101,24.71 km,Cloudy,High,Evening,Bike,22.0,4.0,178.0
9102,999 km,Clear#,Medium,Morning,Bike,12.0,4.0,47.0
9103,1.66 km,Clear,High,Evening,Scooter,8.0,4.0,29.0
9104,20.13 km,Cloudy,High,Afternoon,Bike,17.0,2.0,129.0
9105,15.31 km,Clear,Low,Evening,Bike,22.0,7.0,74.0
9106,5.36 km,Cloudy,High,Night,Bike,34.0,4.0,66.0
9107,12.62 km,Cloudy#,Low,Morning,Bike,7.0,6.0,55.0
9108,18.69 km,Cloudy@,Medium,Evening,Scooter,29.0,9.0,129.0
9109,19.38km,Clear,High,Night,Scooter,31.0,5.0,122.0
9110,12.74 km,Clear,High,Morning,Scooter,10.0,5.0,93.0
9111,7.98KM,Rainy,Medium,Evening,Car,30.0,5.0,117.0
9112,24.36 km,Clear,High,Evening,Scooter,33.0,5.0,199.0
9113,16.75 km,Cloudy,Low,Afternoon,Bike,14.0,5.0,67.0
9114,10.5 km,Cloudy#,Low,Afternoon,Car,9.0,9.0,55.0
9115,7.37 km,Foggy,Low,Afternoon,Bike,19.0,2.0,51.0
9116,18.41KM,Rainy,High,Evening,Bike,16.0,9.0,148.0
9117,6.43kilometer,Clear,High,Morning,Bike,11.0,9.0,45.0
9118,4.71 km,Cloudy,Medium,Afternoon,Bike,20.0,9.0,38.0
9119,13.48 km,Clear@,High,Night,Bike,6.0,6.0,57.0
9120,7.6 km,Clear,High,Morning,Bike,15.0,8.0,57.0
9121,15.91 km,Rainy@,Medium,Afternoon,Scooter,29.0,4.0,144.0
9122,3.39 km,Cloudy@,High,Afternoon,Bike,14.0,5.0,37.0
9123,16.55km,Cloudy,High,Afternoon,Bike,19.0,8.0,105.0
9124,7.44 km,Clear,Low,Evening,Scooter,29.0,1.0,74.0
9125,0.51km,Rainy,Low,Morning,Bike,30.0,8.0,45.0
9126,3.61 km,Clear@,Medium,Afternoon,Scooter,30.0,9.0,43.0
9127,23.37KM,Rainy@,High,Afternoon,Bike,28.0,9.0,177.0
9128,21.75 km,Cloudy,High,Afternoon,Bike,22.0,5.0,143.0
9129,6.22 km,Clear,Medium,Morning,Scooter,10.0,4.0,47.0
9130,19.57 km,Clear,High,Morning,Bike,24.0,9.0,114.0
9131,nan,Clear,Medium,Evening,Car,23.0,1.0,123.0
9132,24.29 km,Windy,Medium,Morning,Bike,32.0,6.0,146.0
9133,9.65 km,Rainy,High,Afternoon,Car,7.0,6.0,85.0
9134,17.2 km,Cloudy,Medium,Evening,Scooter,,3.0,146.0
9135,2.06 km,Cloudy,Medium,Morning,Car,29.0,5.0,
9136,10.21kilometer,Cloudy,Low,Afternoon,Bike,8.0,9.0,31.0
9137,24.11 km,Cloudy,Low,,Scooter,12.0,9.0,114.0
9138,13.71 km,Cloudy,High,Morning,Scooter,5.0,7.0,90.0
9139,7.55 km,Clear,Low,Afternoon,Car,14.0,5.0,47.0
9140,3.45 km,Rainy,High,Evening,Bike,16.0,7.0,59.0
9141,17.74 km,Rainy@,High,Afternoon,Bike,24.0,2.0,161.0
9142,16.3 km,Clear,Medium,Morning,Scooter,28.0,8.0,103.0
9143,9.66 km,Rainy,High,Morning,Bike,12.0,7.0,79.0
9144,,Cloudy,High,Morning,Bike,20.0,8.0,148.0
9145,1.04 km,Clear,Low,Night,Bike,30.0,2.0,21.0
9146,,Clear,Medium,Morning,Bike,25.0,6.0,63.0
9147,23.07kilometer,Cloudy,High,,Scooter,11.0,2.0,163.0
9148,8.36 km,Windy,Low,Afternoon,Bike,29.0,8.0,56.0
9149,6.68 km,Rainy,Low,Evening,Bike,23.0,2.0,68.0
9150,13.59 km,Cloudy,Medium,Afternoon,Bike,7.0,1.0,67.0
9151,20.68 km,Clear,Medium,Evening,Scooter,15.0,9.0,109.0
9152,3.03 km,Clear,Low,Night,Bike,12.0,6.0,18.0
9153,23.6 km,Clear,Medium,Morning,Bike,24.0,6.0,126.0
9154,19.98 km,Windy,Medium,Morning,Scooter,7.0,6.0,123.0
9155,4.94 km,Foggy,Medium,Night,Scooter,15.0,1.0,50.0
9156,17.94 km,Clear,High,Night,Bike,30.0,8.0,96.0
9157,9.93 km,Rainy,High,Afternoon,Scooter,29.0,4.0,131.0
9158,10.36 km,Cloudy,Medium,Night,Scooter,16.0,1.0,64.0
9159,19.69 km,Clear,Medium,Evening,Bike,14.0,1.0,107.0
9160,24.09 km,Cloudy,High,Afternoon,Scooter,14.0,1.0,177.0
9161,3.6km,Rainy@,Medium,Night,Bike,18.0,7.0,41.0
9162,10.81 km,Clear@,High,Evening,Car,16.0,6.0,99.0
9163,12.28 km,Windy,Medium,Evening,Bike,14.0,7.0,75.0
9164,9.72 km,Clear,Medium,Afternoon,Bike,12.0,7.0,43.0
9165,999 km,Clear,Low,,Bike,17.0,5.0,48.0
9166,1.78 km,Clear,High,Afternoon,Scooter,26.0,7.0,41.0
9167,17.3 km,Rainy#,Medium,Evening,Bike,24.0,2.0,148.0
9168,11.19 km,Clear,High,Afternoon,Car,19.0,1.0,100.0
9169,5.27 km,Rainy,Medium,Afternoon,Bike,21.0,5.0,55.0
9170,20.49 km,Cloudy,Low,Evening,Scooter,18.0,1.0,122.0
9171,20.16 km,Cloudy#,Medium,Morning,Bike,34.0,7.0,128.0
9172,12.42 km,Rainy,Low,Night,Bike,12.0,2.0,56.0
9173,7.81 km,Clear,Medium,Afternoon,Car,24.0,5.0,65.0
9174,16.13KM,Rainy,Medium,Evening,Bike,6.0,3.0,107.0
9175,7.56 km,Clear,Low,Afternoon,Car,10.0,1.0,43.0
9176,6.28 km,Cloudy@,Low,Evening,Bike,18.0,,47.0
9177,18.4 km,Rainy,High,Evening,Scooter,30.0,4.0,216.0
9178,1.49 km,Windy,High,Night,Bike,5.0,9.0,13.0
9179,2.82 km,Clear,Medium,Night,Car,27.0,4.0,38.0
9180,0.67 km,Cloudy@,Medium,Afternoon,Bike,29.0,7.0,35.0
9181,4.25kilometer,Clear,Medium,,Bike,10.0,6.0,33.0
9182,2.19kilometer,Clear,Medium,Evening,Bike,9.0,1.0,14.0
9183,24.9 km,Clear,Medium,Evening,Scooter,32.0,5.0,161.0
9184,7.58 km,Clear,Low,Night,Bike,7.0,5.0,29.0
9185,4.16 km,Rainy,High,Evening,Bike,30.0,4.0,89.0
9186,6.4 km,Rainy,High,Evening,Scooter,11.0,2.0,78.0
9187,23.44 km,Clear#,Medium,Evening,Scooter,31.0,9.0,151.0
9188,13.24KM,Rainy,High,Evening,Bike,,1.0,115.0
9189,9.44 km,Clear#,Medium,Evening,Scooter,21.0,8.0,71.0
9190,21.9kilometer,Cloudy#,Low,Afternoon,Bike,31.0,6.0,103.0
9191,10.18kilometer,Windy,High,Evening,Scooter,20.0,9.0,99.0
9192,8.71 km,Rainy,Low,Night,Bike,6.0,4.0,43.0
9193,5.58 km,Clear,High,Morning,Bike,24.0,9.0,60.0
9194,999 km,Rainy,Medium,Morning,Scooter,16.0,3.0,98.0
9195,8.26 km,Clear,High,Morning,Car,24.0,4.0,94.0
9196,17.09 km,Rainy,Medium,Morning,Bike,20.0,9.0,113.0
9197,7.59km,Cloudy,High,Night,Bike,22.0,2.0,59.0
9198,14.64 km,Rainy#,Low,Morning,Bike,34.0,2.0,122.0
9199,2.11 km,Clear,Low,Evening,Car,20.0,7.0,32.0
9200,5.19 km,Cloudy,High,Night,Scooter,24.0,5.0,55.0
9201,10.48KM,Cloudy,High,Night,Car,9.0,1.0,79.0
9202,23.46 km,Cloudy#,High,Afternoon,Bike,28.0,4.0,153.0
9203,9.74 km,Cloudy,Medium,Afternoon,Bike,25.0,3.0,68.0
9204,999 km,Windy#,Medium,Afternoon,Bike,21.0,1.0,105.0
9205,6.75kilometer,Rainy,Medium,Morning,Scooter,15.0,5.0,67.0
9206,3.61 km,Clear,Low,Morning,Bike,18.0,3.0,29.0
9207,1.93 km,Rainy,High,Morning,Bike,14.0,4.0,35.0
9208,7.98 km,Clear,High,Afternoon,Bike,27.0,3.0,77.0
9209,4.36 km,Cloudy,High,Morning,Bike,28.0,2.0,80.0
9210,4.76 km,Windy,Medium,Afternoon,Bike,18.0,5.0,48.0
9211,19.14 km,Clear,Medium,Night,Bike,16.0,3.0,79.0
9212,0.89 km,Rainy,High,Evening,Bike,8.0,7.0,21.0
9213,14.17 km,Rainy,High,Evening,Bike,5.0,3.0,115.0
9214,9.8 km,Cloudy,High,Evening,Scooter,30.0,5.0,117.0
9215,12.91 km,Clear,High,Morning,Bike,30.0,1.0,118.0
9216,14.29 km,,High,Evening,Bike,8.0,3.0,81.0
9217,8.18 km,Foggy,Low,Morning,Bike,30.0,1.0,83.0
9218,7.73 km,Clear,High,Afternoon,Bike,8.0,6.0,42.0
9219,18.47 km,Cloudy,Low,Afternoon,Bike,20.0,7.0,79.0
9220,21.85 km,Clear,High,Morning,Scooter,9.0,1.0,147.0
9221,5.22 km,Clear,High,Morning,Bike,20.0,6.0,57.0
9222,2.89km,Rainy,Low,Night,Bike,12.0,8.0,20.0
9223,22.5 km,Clear,Medium,Evening,Bike,24.0,3.0,141.0
9224,9.07 km,,Low,Afternoon,Scooter,21.0,3.0,66.0
9225,14.01 km,Cloudy,Low,Evening,Bike,21.0,3.0,79.0
9226,9.31 km,Cloudy,Low,Evening,Bike,24.0,4.0,69.0
9227,3.58 km,Clear,Medium,Morning,Scooter,20.0,4.0,45.0
9228,14.94km,Foggy,Low,Evening,Bike,14.0,9.0,83.0
9229,13.37 km,Clear,Low,Night,Bike,15.0,5.0,48.0
9230,5.47 km,Cloudy,Medium,Evening,Bike,34.0,4.0,83.0
9231,11.57 km,Clear,Low,Evening,Scooter,33.0,9.0,78.0
9232,20.03 km,Clear,Medium,Night,Bike,27.0,4.0,91.0
9233,14.97 km,Cloudy@,High,Evening,Bike,31.0,1.0,145.0
9234,2.87 km,Cloudy#,High,Night,Bike,25.0,7.0,44.0
9235,13.93 km,Clear,High,Morning,Bike,11.0,9.0,68.0
9236,17.72 km,Cloudy,Low,Evening,Bike,33.0,8.0,100.0
9237,19.92 km,Rainy,High,,Bike,30.0,9.0,176.0
9238,15.91 km,Clear,Medium,Afternoon,Bike,9.0,4.0,65.0
9239,999 km,Clear,Medium,Night,Bike,13.0,4.0,29.0
9240,17.9 km,Clear,Medium,Night,Bike,13.0,1.0,73.0
9241,17.09 km,Clear,Low,Morning,Bike,33.0,6.0,86.0
9242,1.1 km,,Medium,Night,Bike,16.0,,29.0
9243,10.59 km,Clear,High,Morning,Scooter,,9.0,84.0
9244,8.66 km,Cloudy,High,Morning,Bike,28.0,1.0,100.0
9245,16.9 km,Clear,High,Morning,Scooter,30.0,7.0,130.0
9246,5.8kilometer,Cloudy#,High,Night,Bike,25.0,8.0,52.0
9247,14.98 km,Foggy,High,Evening,Scooter,25.0,5.0,164.0
9248,22.87KM,Foggy,,Morning,Bike,11.0,1.0,144.0
9249,20.05 km,Rainy,High,Evening,Bike,17.0,1.0,186.0
9250,23.08 km,Clear@,High,Morning,Bike,5.0,5.0,126.0
9251,24.47kilometer,Clear@,Low,Evening,Scooter,21.0,1.0,130.0
9252,0.76 km,Rainy,High,Afternoon,Bike,31.0,9.0,57.0
9253,15.76 km,Clear,Medium,Morning,Car,12.0,9.0,97.0
9254,10.61 km,Clear,Medium,Evening,Scooter,22.0,9.0,75.0
9255,21.57 km,Cloudy,High,Evening,Bike,25.0,7.0,159.0
9256,6.67 km,Clear,High,Evening,Bike,29.0,9.0,71.0
9257,24.54 km,Rainy@,High,,Scooter,5.0,7.0,204.0
9258,15.54 km,Rainy,,Afternoon,Bike,24.0,1.0,149.0
9259,19.94 km,Rainy,Low,Evening,Bike,25.0,5.0,131.0
